rho,estimate,std_err,ci_lower,ci_upper,p_value
0.0,0.005887213507518328,0.006200398773159226,-0.006265568087873754,0.018039995102910412,0.34237171951646195
0.1,0.006150742031622991,0.0062035288456102,-0.006008174505773,0.018309658569018984,0.32144597032230626
0.2,0.006279673877356953,0.006221545924241128,-0.005914556134155658,0.018473903888869565,0.3128101685812925
0.30000000000000004,0.005541454276147168,0.006245169284570871,-0.00669907752161174,0.017781986073906075,0.37490745282841154
0.4,0.0058708411706582695,0.006287312943908063,-0.006452292199401533,0.018193974540718073,0.3504277282515287
0.5,0.006016523075346938,0.006368909844026652,-0.006466540218945301,0.01849958636963918,0.34482698314497884
0.6000000000000001,0.007163844059800294,0.00650488900351313,-0.00558573838708544,0.019913426506686028,0.2707654630613987
